request_type,department,officer_workload,queue_size,priority,medical_urgency,legal_urgency,citizen_category,escalation_count,base_days,sla_limit_days,processing_days,delayed,sla_breached,officer_id,is_anomaly,anomaly_type
Income Certificate,Revenue,12,108,Medium,0,0,General,0,5.0,7.0,13.52,1,1,114,0,None
Scholarship Request,Social Welfare,19,190,Medium,0,0,General,1,12.0,15.0,64.78,1,1,113,0,None
Income Certificate,Revenue,19,154,Low,0,0,General,1,5.0,7.0,31.69,1,1,113,0,None
Caste Certificate,Revenue,21,157,Low,0,0,General,0,7.0,10.0,32.39,1,1,103,0,None
Land Approval,Land,15,131,High,0,0,General,0,30.0,45.0,63.42,1,1,108,0,None
General Service Request,Revenue,13,53,Medium,0,0,General,0,6.0,10.0,13.36,1,1,106,0,None
Pension Request,Social Welfare,14,123,Critical,1,0,General,0,18.0,21.0,20.57,0,0,107,0,None
General Service Request,Revenue,10,90,Medium,0,0,ST,0,6.0,10.0,15.25,1,1,102,0,None
Residence Certificate,Revenue,27,148,High,0,0,General,0,4.0,7.0,10.77,1,1,105,0,None
Land Approval,Land,18,138,Low,0,0,OBC,0,30.0,45.0,125.58,1,1,107,0,None
Pension Request,Social Welfare,9,62,High,0,0,General,0,18.0,21.0,28.36,1,1,114,0,None
Scholarship Request,Social Welfare,14,107,Low,0,0,Senior Citizen,0,12.0,15.0,42.55,1,1,104,0,None
Caste Certificate,Revenue,14,72,Medium,0,0,General,1,7.0,10.0,23.39,1,1,103,0,None
Land Approval,Land,27,184,Medium,0,0,OBC,0,30.0,45.0,128.45,1,1,112,0,None
Caste Certificate,Revenue,15,115,Low,0,0,General,0,7.0,10.0,24.78,1,1,101,0,None
Scholarship Request,Social Welfare,37,226,Low,0,0,General,0,12.0,15.0,76.33,1,1,112,0,None
Business License,Commercial,33,150,Critical,0,0,General,0,20.0,25.0,35.25,1,1,108,0,None
General Service Request,Revenue,22,118,Critical,0,0,General,0,6.0,10.0,7.82,1,0,109,0,None
General Service Request,Revenue,31,178,Low,0,0,General,0,6.0,10.0,33.94,1,1,108,0,None
Business License,Commercial,13,82,Critical,0,0,SC,0,20.0,25.0,22.57,0,0,108,0,None
General Service Request,Revenue,18,138,Low,0,0,OBC,0,6.0,10.0,25.37,1,1,101,0,None
Scholarship Request,Social Welfare,16,98,Medium,0,0,General,0,12.0,15.0,33.44,1,1,105,0,None
Residence Certificate,Revenue,13,123,High,0,0,OBC,1,4.0,7.0,12.22,1,1,111,0,None
General Service Request,Revenue,14,95,Critical,1,0,ST,3,6.0,10.0,13.01,1,1,101,0,None
Business License,Commercial,18,153,Medium,0,0,OBC,0,20.0,25.0,63.87,1,1,103,0,None
Land Approval,Land,23,135,Medium,0,0,OBC,0,30.0,45.0,107.12,1,1,113,0,None
General Service Request,Revenue,8,87,Low,0,0,Senior Citizen,0,6.0,10.0,17.1,1,1,101,0,None
Income Certificate,Revenue,33,219,Critical,0,1,General,2,5.0,7.0,16.28,1,1,101,0,None
Scholarship Request,Social Welfare,29,155,Medium,0,0,ST,0,12.0,15.0,48.0,1,1,114,0,None
Complaint Registration,Complaints,29,194,Medium,0,0,General,0,15.0,20.0,64.23,1,1,109,0,None
Scholarship Request,Social Welfare,30,177,Medium,0,0,General,0,12.0,15.0,49.86,1,1,108,0,None
Residence Certificate,Revenue,17,128,Medium,0,0,ST,0,4.0,7.0,12.36,1,1,107,0,None
Scholarship Request,Social Welfare,15,125,Low,0,0,Senior Citizen,0,12.0,15.0,47.81,1,1,106,0,None
Residence Certificate,Revenue,30,232,Medium,0,0,General,1,4.0,7.0,0.5,0,0,114,1,fast_approval
Business License,Commercial,14,57,Medium,0,0,Senior Citizen,1,20.0,25.0,62.77,1,1,104,0,None
Income Certificate,Revenue,15,149,Low,0,0,ST,0,5.0,7.0,20.04,1,1,103,0,None
Scholarship Request,Social Welfare,30,227,Low,0,0,OBC,0,12.0,15.0,72.22,1,1,112,0,None
Residence Certificate,Revenue,15,136,Low,0,0,OBC,0,4.0,7.0,16.05,1,1,109,0,None
Business License,Commercial,6,56,Medium,0,0,OBC,0,20.0,25.0,39.34,1,1,112,0,None
General Service Request,Revenue,16,140,Medium,0,0,General,0,6.0,10.0,19.13,1,1,103,0,None
Pension Request,Social Welfare,14,85,High,0,1,Senior Citizen,0,18.0,21.0,28.66,1,1,102,0,None
Caste Certificate,Revenue,17,151,Medium,0,0,Differently Abled,0,7.0,10.0,23.48,1,1,106,0,None
Pension Request,Social Welfare,39,180,Medium,0,0,OBC,1,18.0,21.0,120.62,1,1,110,0,None
Residence Certificate,Revenue,15,107,Medium,0,0,SC,3,4.0,7.0,24.99,1,1,107,1,high_rejections
Land Approval,Land,13,105,Low,0,0,OBC,0,30.0,45.0,100.52,1,1,108,0,None
Residence Certificate,Revenue,18,95,Low,0,0,OBC,0,4.0,7.0,14.39,1,1,104,0,None
Business License,Commercial,26,116,Low,0,0,General,0,20.0,25.0,90.58,1,1,103,0,None
Caste Certificate,Revenue,18,86,High,0,0,OBC,1,7.0,10.0,17.85,1,1,103,0,None
Scholarship Request,Social Welfare,29,197,Medium,0,0,General,0,12.0,15.0,55.92,1,1,109,0,None
Scholarship Request,Social Welfare,18,126,Medium,0,0,SC,2,12.0,15.0,71.28,1,1,109,1,high_rejections
Complaint Registration,Complaints,32,275,Critical,0,1,General,1,15.0,20.0,44.32,1,1,113,0,None
Complaint Registration,Complaints,15,117,Low,0,0,Differently Abled,0,15.0,20.0,57.95,1,1,114,0,None
Residence Certificate,Revenue,20,118,Critical,0,1,OBC,0,4.0,7.0,4.49,0,0,104,0,None
Business License,Commercial,12,72,Medium,0,0,General,0,20.0,25.0,45.28,1,1,103,0,None
Land Approval,Land,22,214,Medium,0,0,General,0,30.0,45.0,124.05,1,1,102,0,None
Scholarship Request,Social Welfare,20,146,Medium,0,0,ST,1,12.0,15.0,59.72,1,1,110,0,None
Business License,Commercial,32,276,Critical,0,0,OBC,0,20.0,25.0,46.68,1,1,113,0,None
Pension Request,Social Welfare,11,120,Medium,0,0,OBC,0,18.0,21.0,53.51,1,1,103,0,None
Complaint Registration,Complaints,22,183,Low,0,0,OBC,0,15.0,20.0,75.48,1,1,102,0,None
Complaint Registration,Complaints,17,167,Low,0,0,General,0,15.0,20.0,68.17,1,1,114,0,None
General Service Request,Revenue,11,68,High,0,1,General,0,6.0,10.0,7.97,1,0,105,0,None
Land Approval,Land,16,107,High,0,0,OBC,0,30.0,45.0,68.13,1,1,109,0,None
Business License,Commercial,12,88,Low,0,0,Senior Citizen,1,20.0,25.0,88.13,1,1,114,0,None
Income Certificate,Revenue,19,131,Medium,0,0,Senior Citizen,0,5.0,7.0,16.69,1,1,102,0,None
Pension Request,Social Welfare,19,147,Low,0,0,SC,0,18.0,21.0,80.0,1,1,108,0,None
Land Approval,Land,37,307,Low,0,0,General,0,30.0,45.0,232.21,1,1,104,0,None
Pension Request,Social Welfare,29,144,Medium,0,0,General,1,18.0,21.0,97.99,1,1,102,0,None
Income Certificate,Revenue,24,130,High,0,0,SC,0,5.0,7.0,12.94,1,1,102,0,None
Residence Certificate,Revenue,33,128,Critical,1,0,General,1,4.0,7.0,8.81,1,1,110,0,None
Income Certificate,Revenue,11,66,Medium,0,0,SC,0,5.0,7.0,10.81,1,1,112,0,None
Land Approval,Land,22,94,Low,0,0,Senior Citizen,0,30.0,45.0,122.62,1,1,111,0,None
General Service Request,Revenue,32,224,Medium,0,0,OBC,0,6.0,10.0,29.99,1,1,109,0,None
General Service Request,Revenue,16,97,Medium,0,0,ST,0,6.0,10.0,15.21,1,1,103,0,None
Residence Certificate,Revenue,22,141,Medium,0,0,General,0,4.0,7.0,14.23,1,1,113,0,None
General Service Request,Revenue,22,119,Low,0,0,General,0,6.0,10.0,25.86,1,1,109,0,None
Caste Certificate,Revenue,29,162,High,0,1,SC,0,7.0,10.0,18.44,1,1,108,0,None
Income Certificate,Revenue,26,138,Low,0,0,OBC,0,5.0,7.0,23.45,1,1,111,0,None
Business License,Commercial,20,166,Low,0,0,Senior Citizen,0,20.0,25.0,95.49,1,1,112,0,None
Income Certificate,Revenue,18,145,Critical,0,1,SC,1,5.0,7.0,9.13,1,1,110,0,None
Land Approval,Land,22,130,Low,0,0,General,0,30.0,45.0,137.52,1,1,109,0,None
Complaint Registration,Complaints,29,185,Medium,0,0,OBC,0,15.0,20.0,61.39,1,1,112,0,None
Caste Certificate,Revenue,15,110,Medium,0,0,Senior Citizen,0,7.0,10.0,18.71,1,1,104,0,None
Land Approval,Land,16,120,Low,0,0,SC,1,30.0,45.0,162.54,1,1,107,0,None
Business License,Commercial,15,90,Medium,0,0,Senior Citizen,0,20.0,25.0,49.16,1,1,107,0,None
Land Approval,Land,15,125,Medium,0,0,General,0,30.0,45.0,94.65,1,1,102,0,None
Business License,Commercial,15,78,Medium,0,0,OBC,0,20.0,25.0,53.64,1,1,110,0,None
Business License,Commercial,19,121,High,0,0,General,0,20.0,25.0,43.5,1,1,110,0,None
Land Approval,Land,13,89,Critical,0,0,OBC,0,30.0,45.0,34.36,0,0,108,0,None
Income Certificate,Revenue,14,136,Medium,0,0,Differently Abled,0,5.0,7.0,14.97,1,1,107,0,None
Scholarship Request,Social Welfare,14,114,Medium,0,0,OBC,0,12.0,15.0,36.46,1,1,114,0,None
Business License,Commercial,34,311,Medium,0,0,ST,0,20.0,25.0,113.45,1,1,101,0,None
Pension Request,Social Welfare,14,115,Medium,0,0,ST,0,18.0,21.0,49.56,1,1,112,0,None
Caste Certificate,Revenue,13,118,Low,0,0,SC,1,7.0,10.0,36.2,1,1,104,0,None
General Service Request,Revenue,10,124,Medium,0,0,General,0,6.0,10.0,15.34,1,1,112,0,None
Business License,Commercial,27,133,Critical,0,1,ST,0,20.0,25.0,21.77,0,0,112,0,None
Pension Request,Social Welfare,11,97,Medium,0,0,SC,0,18.0,21.0,45.74,1,1,110,0,None
General Service Request,Revenue,12,69,Critical,0,1,SC,2,6.0,10.0,10.98,1,1,113,0,None
Business License,Commercial,16,103,Low,0,0,General,0,20.0,25.0,72.1,1,1,101,0,None
Pension Request,Social Welfare,16,142,Low,0,0,OBC,0,18.0,21.0,75.45,1,1,103,0,None
Caste Certificate,Revenue,20,135,Medium,0,0,General,2,7.0,10.0,43.72,1,1,106,0,None
Caste Certificate,Revenue,20,127,High,0,0,OBC,0,7.0,10.0,16.04,1,1,102,0,None
Business License,Commercial,20,117,High,0,1,General,0,20.0,25.0,45.82,1,1,102,0,None
Business License,Commercial,13,91,High,1,0,SC,0,20.0,25.0,35.55,1,1,106,0,None
Residence Certificate,Revenue,24,217,High,0,1,OBC,1,4.0,7.0,16.47,1,1,111,0,None
Business License,Commercial,38,170,High,0,1,OBC,0,20.0,25.0,62.37,1,1,103,0,None
Business License,Commercial,19,119,Medium,0,0,Senior Citizen,2,20.0,25.0,108.33,1,1,113,0,None
Income Certificate,Revenue,36,294,High,0,0,SC,0,5.0,7.0,21.54,1,1,105,0,None
Scholarship Request,Social Welfare,12,73,Medium,0,0,General,0,12.0,15.0,28.59,1,1,102,0,None
General Service Request,Revenue,32,258,Medium,0,0,SC,0,6.0,10.0,31.4,1,1,112,0,None
Complaint Registration,Complaints,17,114,Medium,0,0,Senior Citizen,0,15.0,20.0,47.92,1,1,107,0,None
Income Certificate,Revenue,21,154,Low,0,0,OBC,0,5.0,7.0,23.53,1,1,114,0,None
Complaint Registration,Complaints,34,152,Medium,0,0,General,0,15.0,20.0,61.12,1,1,101,0,None
Scholarship Request,Social Welfare,13,98,Medium,0,0,OBC,0,12.0,15.0,30.75,1,1,112,1,high_rejections
Scholarship Request,Social Welfare,15,161,High,0,0,General,0,12.0,15.0,30.65,1,1,110,0,None
Residence Certificate,Revenue,8,59,Low,0,0,General,0,4.0,7.0,9.76,1,1,108,0,None
Land Approval,Land,19,127,Low,0,0,SC,0,30.0,45.0,128.75,1,1,104,0,None
Pension Request,Social Welfare,37,265,Medium,0,0,General,1,18.0,21.0,137.34,1,1,104,0,None
Scholarship Request,Social Welfare,32,170,Low,0,0,General,0,12.0,15.0,63.86,1,1,105,0,None
Pension Request,Social Welfare,15,63,Low,0,0,OBC,0,18.0,21.0,60.94,1,1,113,0,None
Land Approval,Land,22,185,Low,0,0,General,0,30.0,45.0,145.33,1,1,102,0,None
Business License,Commercial,8,72,Medium,0,0,General,0,20.0,25.0,38.76,1,1,112,0,None
Business License,Commercial,15,104,High,0,0,General,0,20.0,25.0,41.67,1,1,105,0,None
Residence Certificate,Revenue,23,121,Medium,0,0,OBC,3,4.0,7.0,28.52,1,1,102,1,high_rejections
Income Certificate,Revenue,15,149,Low,0,0,General,0,5.0,7.0,20.27,1,1,109,0,None
Caste Certificate,Revenue,30,176,Critical,0,0,General,0,7.0,10.0,13.37,1,1,106,0,None
Pension Request,Social Welfare,13,51,Medium,0,0,General,0,18.0,21.0,35.95,1,1,106,0,None
Land Approval,Land,12,72,High,0,0,General,0,30.0,45.0,44.77,1,0,113,0,None
Land Approval,Land,11,68,Medium,0,0,General,0,30.0,45.0,67.35,1,1,109,0,None
General Service Request,Revenue,26,203,Low,0,0,General,0,6.0,10.0,34.12,1,1,101,0,None
Scholarship Request,Social Welfare,16,128,Medium,0,0,ST,0,12.0,15.0,35.51,1,1,108,0,None
Complaint Registration,Complaints,42,172,Medium,0,0,General,0,15.0,20.0,94.15,1,1,112,1,excessive_delay
Complaint Registration,Complaints,26,133,High,0,0,General,1,15.0,20.0,51.94,1,1,113,0,None
Caste Certificate,Revenue,29,139,Low,0,0,OBC,0,7.0,10.0,35.04,1,1,103,0,None
Land Approval,Land,18,114,Medium,0,0,General,0,30.0,45.0,85.0,1,1,104,0,None
Complaint Registration,Complaints,24,166,Low,0,0,General,0,15.0,20.0,76.22,1,1,114,0,None
Income Certificate,Revenue,15,162,High,0,0,General,0,5.0,7.0,9.71,1,1,102,0,None
Complaint Registration,Complaints,16,98,High,0,0,Senior Citizen,0,15.0,20.0,28.11,1,1,114,0,None
General Service Request,Revenue,18,128,High,0,0,General,0,6.0,10.0,15.42,1,1,114,0,None
Land Approval,Land,37,163,Low,0,0,General,0,30.0,45.0,172.44,1,1,103,0,None
Caste Certificate,Revenue,12,76,Medium,0,0,SC,1,7.0,10.0,22.94,1,1,107,0,None
General Service Request,Revenue,22,114,Medium,0,0,SC,0,6.0,10.0,20.67,1,1,106,0,None
Land Approval,Land,15,125,Medium,0,0,General,0,30.0,45.0,83.8,1,1,114,0,None
Land Approval,Land,12,85,Critical,0,0,ST,1,30.0,45.0,47.65,1,1,107,0,None
Pension Request,Social Welfare,21,121,Medium,0,0,SC,0,18.0,21.0,57.3,1,1,110,0,None
Pension Request,Social Welfare,27,168,Medium,0,0,General,0,18.0,21.0,72.73,1,1,101,0,None
Land Approval,Land,26,208,Low,0,0,Senior Citizen,0,30.0,45.0,179.38,1,1,107,0,None
Residence Certificate,Revenue,29,172,Low,0,0,General,2,4.0,7.0,38.65,1,1,110,0,None
Pension Request,Social Welfare,25,191,Critical,1,0,General,0,18.0,21.0,34.45,1,1,111,0,None
Caste Certificate,Revenue,9,78,Medium,0,0,General,0,7.0,10.0,14.93,1,1,111,0,None
Income Certificate,Revenue,26,125,Critical,0,0,OBC,0,5.0,7.0,5.9,0,0,105,0,None
Residence Certificate,Revenue,16,130,Low,0,0,OBC,0,4.0,7.0,15.43,1,1,102,0,None
Pension Request,Social Welfare,11,134,Critical,0,0,General,0,18.0,21.0,0.5,0,0,102,1,fast_approval
Scholarship Request,Social Welfare,41,337,Medium,0,0,OBC,0,12.0,15.0,74.9,1,1,103,0,None
Business License,Commercial,20,177,Low,0,0,General,0,20.0,25.0,97.87,1,1,104,0,None
Business License,Commercial,14,105,High,0,0,ST,0,20.0,25.0,37.79,1,1,109,0,None
Pension Request,Social Welfare,23,133,Low,0,0,SC,1,18.0,21.0,112.91,1,1,107,0,None
Complaint Registration,Complaints,16,87,Medium,0,0,General,0,15.0,20.0,35.07,1,1,113,0,None
Complaint Registration,Complaints,16,154,Medium,0,0,General,0,15.0,20.0,49.18,1,1,103,0,None
Pension Request,Social Welfare,15,92,Low,0,0,General,0,18.0,21.0,64.46,1,1,114,0,None
Residence Certificate,Revenue,13,97,Medium,0,0,General,0,4.0,7.0,10.7,1,1,107,0,None
Income Certificate,Revenue,31,214,Medium,0,0,Senior Citizen,0,5.0,7.0,23.43,1,1,108,0,None
Land Approval,Land,18,111,Critical,0,0,General,0,30.0,45.0,30.14,0,0,105,0,None
Residence Certificate,Revenue,29,213,Low,0,0,General,0,4.0,7.0,23.33,1,1,104,1,high_rejections
Complaint Registration,Complaints,32,218,High,0,0,SC,0,15.0,20.0,50.36,1,1,106,0,None
Residence Certificate,Revenue,22,141,Medium,0,0,General,1,4.0,7.0,19.37,1,1,113,0,None
Business License,Commercial,12,141,Medium,0,0,General,0,20.0,25.0,57.72,1,1,106,0,None
Land Approval,Land,21,157,High,0,1,ST,0,30.0,45.0,72.67,1,1,105,0,None
Pension Request,Social Welfare,32,239,Low,0,0,General,0,18.0,21.0,115.65,1,1,102,0,None
Land Approval,Land,27,169,Medium,0,0,General,0,30.0,45.0,126.64,1,1,114,0,None
Pension Request,Social Welfare,13,139,Low,0,0,OBC,0,18.0,21.0,69.35,1,1,102,0,None
General Service Request,Revenue,16,135,Medium,0,0,General,0,6.0,10.0,18.9,1,1,109,0,None
General Service Request,Revenue,18,94,Medium,0,0,General,1,6.0,10.0,25.45,1,1,114,0,None
Income Certificate,Revenue,25,125,Critical,0,0,General,0,5.0,7.0,5.96,0,0,102,0,None
Income Certificate,Revenue,23,215,Low,0,0,General,0,5.0,7.0,28.91,1,1,101,0,None
Pension Request,Social Welfare,35,189,Medium,0,0,SC,0,18.0,21.0,83.65,1,1,108,0,None
Land Approval,Land,15,116,Medium,0,0,General,0,30.0,45.0,86.52,1,1,113,0,None
Business License,Commercial,18,139,Low,0,0,General,2,20.0,25.0,151.34,1,1,101,0,None
General Service Request,Revenue,23,144,Medium,0,0,Senior Citizen,0,6.0,10.0,19.38,1,1,104,0,None
Land Approval,Land,19,102,Critical,0,0,General,0,30.0,45.0,37.51,1,0,110,0,None
Pension Request,Social Welfare,28,221,Medium,0,0,General,0,18.0,21.0,81.55,1,1,104,0,None
Business License,Commercial,28,135,High,0,0,General,0,20.0,25.0,54.1,1,1,107,0,None
Scholarship Request,Social Welfare,21,123,Medium,0,0,OBC,3,12.0,15.0,84.94,1,1,114,0,None
Pension Request,Social Welfare,19,178,Critical,0,1,OBC,0,18.0,21.0,22.34,0,1,112,0,None
Scholarship Request,Social Welfare,14,102,Low,0,0,ST,0,12.0,15.0,41.14,1,1,108,0,None
Land Approval,Land,9,97,Low,0,0,General,0,30.0,45.0,101.34,1,1,110,0,None
Land Approval,Land,17,101,Critical,0,1,General,0,30.0,45.0,39.26,1,0,102,0,None
Scholarship Request,Social Welfare,9,88,Medium,0,0,Differently Abled,0,12.0,15.0,31.37,1,1,111,0,None
Income Certificate,Revenue,33,248,Medium,0,0,SC,0,5.0,7.0,25.56,1,1,105,0,None
Residence Certificate,Revenue,9,85,Low,0,0,General,0,4.0,7.0,11.84,1,1,110,0,None
Income Certificate,Revenue,50,378,Medium,0,0,Senior Citizen,1,5.0,7.0,51.65,1,1,107,0,None
Pension Request,Social Welfare,19,148,Medium,0,0,OBC,0,18.0,21.0,61.98,1,1,105,0,None
Residence Certificate,Revenue,23,115,Low,0,0,General,0,4.0,7.0,17.3,1,1,107,0,None
Caste Certificate,Revenue,31,279,Critical,0,1,OBC,0,7.0,10.0,15.85,1,1,105,0,None
Complaint Registration,Complaints,12,79,Critical,0,0,General,0,15.0,20.0,16.22,0,0,107,0,None
Land Approval,Land,15,133,Medium,0,0,General,0,30.0,45.0,93.34,1,1,108,0,None
Complaint Registration,Complaints,30,240,Medium,0,0,General,0,15.0,20.0,73.64,1,1,114,0,None
Pension Request,Social Welfare,17,107,High,0,0,General,0,18.0,21.0,29.8,1,1,112,0,None
Land Approval,Land,16,62,Low,0,0,General,0,30.0,45.0,103.66,1,1,106,0,None
Land Approval,Land,30,136,Medium,0,0,General,1,30.0,45.0,165.52,1,1,108,0,None
Pension Request,Social Welfare,14,81,Medium,0,0,ST,0,18.0,21.0,45.41,1,1,104,0,None
Land Approval,Land,9,84,Low,0,0,General,0,30.0,45.0,80.29,1,1,105,0,None
Complaint Registration,Complaints,19,174,Medium,0,0,ST,0,15.0,20.0,57.26,1,1,107,0,None
Pension Request,Social Welfare,15,74,Medium,0,0,OBC,0,18.0,21.0,40.85,1,1,104,0,None
Residence Certificate,Revenue,13,106,Medium,0,0,ST,0,4.0,7.0,10.08,1,1,103,0,None
Complaint Registration,Complaints,12,89,Medium,0,0,General,0,15.0,20.0,35.64,1,1,105,0,None
Scholarship Request,Social Welfare,24,99,Critical,0,1,General,0,12.0,15.0,13.55,0,0,108,0,None
Pension Request,Social Welfare,25,108,Low,0,0,OBC,1,18.0,21.0,109.63,1,1,112,0,None
Residence Certificate,Revenue,19,101,High,0,1,General,1,4.0,7.0,11.6,1,1,113,0,None
Income Certificate,Revenue,16,163,Medium,0,0,General,0,5.0,7.0,18.2,1,1,112,0,None
Residence Certificate,Revenue,12,143,Medium,0,0,General,0,4.0,7.0,12.15,1,1,109,0,None
Caste Certificate,Revenue,16,89,Low,0,0,Differently Abled,0,7.0,10.0,26.43,1,1,113,0,None
Income Certificate,Revenue,18,96,Medium,0,0,ST,0,5.0,7.0,15.17,1,1,104,0,None
Land Approval,Land,37,302,High,1,1,ST,0,30.0,45.0,126.24,1,1,102,0,None
Business License,Commercial,13,111,Critical,0,0,Senior Citizen,0,20.0,25.0,18.86,0,0,110,0,None
General Service Request,Revenue,13,86,High,0,0,Senior Citizen,0,6.0,10.0,9.27,1,0,107,0,None
Pension Request,Social Welfare,8,50,Low,0,0,General,0,18.0,21.0,46.63,1,1,102,0,None
Pension Request,Social Welfare,12,102,Low,0,0,OBC,1,18.0,21.0,91.56,1,1,113,0,None
Caste Certificate,Revenue,19,116,Medium,0,0,General,0,7.0,10.0,21.53,1,1,103,0,None
Residence Certificate,Revenue,18,144,Critical,0,0,General,0,4.0,7.0,4.83,0,0,111,0,None
Pension Request,Social Welfare,35,278,Medium,0,0,OBC,0,18.0,21.0,98.08,1,1,113,0,None
Scholarship Request,Social Welfare,29,192,Medium,0,0,ST,1,12.0,15.0,72.83,1,1,101,0,None
Pension Request,Social Welfare,25,88,Low,0,0,General,1,18.0,21.0,102.88,1,1,111,0,None
Business License,Commercial,17,117,High,1,0,General,1,20.0,25.0,63.41,1,1,104,0,None
Land Approval,Land,12,90,Medium,0,0,Senior Citizen,1,30.0,45.0,99.56,1,1,107,0,None
Business License,Commercial,14,68,Low,0,0,ST,0,20.0,25.0,67.34,1,1,101,0,None
General Service Request,Revenue,16,114,Low,0,0,OBC,0,6.0,10.0,0.5,0,0,102,1,fast_approval
Scholarship Request,Social Welfare,15,76,Critical,0,0,SC,0,12.0,15.0,11.01,0,0,101,0,None
Pension Request,Social Welfare,10,79,Medium,0,0,OBC,0,18.0,21.0,41.2,1,1,109,0,None
General Service Request,Revenue,14,90,Medium,0,0,General,0,6.0,10.0,16.5,1,1,114,0,None
Income Certificate,Revenue,14,86,Medium,0,0,General,0,5.0,7.0,12.73,1,1,103,0,None
Scholarship Request,Social Welfare,18,98,Medium,0,0,OBC,0,12.0,15.0,36.66,1,1,112,0,None
Caste Certificate,Revenue,22,158,Critical,0,1,SC,0,7.0,10.0,9.54,1,0,110,0,None
Business License,Commercial,19,190,Critical,0,1,General,0,20.0,25.0,37.1,1,1,113,0,None
Scholarship Request,Social Welfare,18,145,High,0,0,General,0,12.0,15.0,27.82,1,1,113,0,None
Pension Request,Social Welfare,15,106,Low,0,0,SC,1,18.0,21.0,95.57,1,1,106,0,None
General Service Request,Revenue,22,115,Medium,0,0,General,0,6.0,10.0,21.84,1,1,112,0,None
Business License,Commercial,36,225,Medium,0,0,General,1,20.0,25.0,132.71,1,1,105,0,None
Pension Request,Social Welfare,10,96,Medium,0,0,General,2,18.0,21.0,79.65,1,1,102,0,None
Complaint Registration,Complaints,15,141,Medium,0,0,General,0,15.0,20.0,48.15,1,1,102,0,None
Land Approval,Land,20,153,Low,0,0,OBC,0,30.0,45.0,136.78,1,1,114,0,None
Business License,Commercial,12,116,Low,0,0,ST,0,20.0,25.0,73.09,1,1,112,0,None
Land Approval,Land,17,126,Medium,0,0,General,1,30.0,45.0,130.82,1,1,109,0,None
Residence Certificate,Revenue,22,195,Medium,0,0,General,0,4.0,7.0,16.71,1,1,108,0,None
Complaint Registration,Complaints,13,71,Low,0,0,OBC,0,15.0,20.0,46.92,1,1,106,0,None
Business License,Commercial,11,66,Low,0,0,General,0,20.0,25.0,55.03,1,1,101,0,None
Income Certificate,Revenue,16,136,High,0,0,OBC,0,5.0,7.0,12.48,1,1,106,0,None
General Service Request,Revenue,21,110,Low,0,0,General,0,6.0,10.0,24.46,1,1,102,0,None
Complaint Registration,Complaints,14,115,Critical,0,0,General,0,15.0,20.0,16.61,0,0,108,0,None
General Service Request,Revenue,12,117,Medium,0,0,General,0,6.0,10.0,17.96,1,1,103,0,None
Business License,Commercial,25,144,Medium,0,0,General,0,20.0,25.0,80.16,1,1,105,0,None
Income Certificate,Revenue,22,180,High,0,0,General,0,5.0,7.0,15.68,1,1,111,0,None
Caste Certificate,Revenue,15,93,Medium,0,0,OBC,0,7.0,10.0,18.52,1,1,108,0,None
Land Approval,Land,17,175,Low,0,0,General,0,30.0,45.0,147.74,1,1,101,0,None
